review_text,source,date,bert_label,bert_score
"FreshBasket UK has my weekly shop sorted, the bags weren't overstuffed and the fruit survived the trip just fine. Can't ask for more really.",social,2026-04-27,positive,0.9992
"FreshBasket UK really dropped the ball today, I booked an early slot and FreshBasket UK rolled up when lunch was basically over. Shouldn't be this hard.",social,2026-04-27,negative,0.9748
"FreshBasket UK was pretty ordinary this time, the app worked alright once I found the right aisle. Just part of the weekly admin.",social,2026-04-27,negative,0.5411
"Really rate FreshBasket UK after this order, the own-brand stuff is surprisingly cheap and actually pretty nice. Small thing, big difference.",social,2026-04-27,positive,0.9976
"FreshBasket UK has my weekly shop sorted, prices felt fair today, especially on milk, bread, and eggs. Miles better than trekking to the shop.",social,2026-04-27,positive,0.9837
"Fair play to FreshBasket UK, the chicken looked fresh enough that I didn't need to second guess dinner. Saved me a proper job.",social,2026-04-27,positive,0.9991
"FreshBasket UK was on point this morning, support actually read my message and replaced the damaged juice by lunchtime. Properly pleased with that.",social,2026-04-27,positive,0.9983
"Bit gutted with FreshBasket UK, support was polite enough but completely useless at fixing the actual problem. That needs sorting.",social,2026-04-27,negative,0.9994
"FreshBasket UK smashed it again, today's offers saved me a fair few quid on the weekly shop. Miles better than trekking to the shop.",social,2026-04-27,negative,0.9707
"Used FreshBasket UK after work today, quality seemed normal compared with last week. Pretty standard shop overall.",social,2026-04-27,positive,0.9346
"Another solid shop from FreshBasket UK, my berries turned up firm, not mushy, which made a nice change. Exactly what I needed after work.",social,2026-04-27,positive,0.9973
"FreshBasket UK smashed it again, everything was stacked neatly and unpacking took about two minutes. Small thing, big difference.",social,2026-04-27,negative,0.9989
"Really rate FreshBasket UK after this order, filtering by dietary bits actually worked, so I found the gluten-free stuff quickly. Exactly what I needed after work.",social,2026-04-27,negative,0.9904
"FreshBasket UK made the weekly shop harder, the phone site was painfully slow and kept losing what I had added. Not using that excuse anymore.",social,2026-04-27,negative,0.9998
"Tried FreshBasket UK again today, I noticed a couple of decent deals but not much beyond that. Just part of the weekly admin.",social,2026-04-27,negative,0.9956
"Did the basics on FreshBasket UK tonight, it was packed okay overall, just not especially clever. No big drama either way.",social,2026-04-27,negative,0.9065
"FreshBasket UK really dropped the ball today, the substitution settings disappeared again for no reason. Wish I'd gone elsewhere.",social,2026-04-27,negative,0.9996
"Not gonna lie, FreshBasket UK was brilliant today, they owned the substitution mix-up and put the money back instantly. Nice when something just works.",social,2026-04-27,positive,0.99
"FreshBasket UK handled my top-up shop okay, no missing items, no refunds, no need to contact anyone. Good enough for the basics.",social,2026-04-27,positive,0.9972
"Can't knock FreshBasket UK today, the veg box was full of decent produce and nothing looked tired. Will happily order again.",social,2026-04-27,positive,0.9983
"FreshBasket UK absolutely nailed it today, support actually read my message and replaced the damaged juice by lunchtime. Can't ask for more really.",social,2026-04-27,positive,0.9946
"Can't knock FreshBasket UK today, the chilled liners actually kept the dairy cold without loads of extra rubbish. Saved me a proper job.",social,2026-04-27,positive,0.9844
"FreshBasket UK seems about the same this week, no issues to raise, so I didn't really test their support. Good enough for the basics.",social,2026-04-27,negative,0.9953
"FreshBasket UK really dropped the ball today, one flimsy bag had all the heavy bottles in it and it nearly tore my hand off. Absolute rubbish.",social,2026-04-27,negative,0.9997
"FreshBasket UK was a bit dodgy today, the offers page kept glitching and showing the wrong prices. Wish I'd gone elsewhere.",social,2026-04-27,negative,0.9993
"FreshBasket UK was fine today, my slot held up and the bags came over pretty quickly. We'll see how next week goes.",social,2026-04-27,positive,0.999
"Honestly, FreshBasket UK annoyed me today, the driver showed up ages late and left half the bags in the van. Shouldn't be this hard.",social,2026-04-27,negative,0.9985
"FreshBasket UK order arrived this afternoon, the bread survived and the eggs were whole, which will do. No complaints and no fanfare.",social,2026-04-27,positive,0.8404
"FreshBasket UK really dropped the ball today, milk leaked over half the order thanks to rubbish packing. Really not the one.",social,2026-04-27,negative,0.9997
"Just did a small shop with FreshBasket UK, it arrived when booked, nothing dramatic either way. It did the job.",social,2026-04-27,positive,0.9022
"FreshBasket UK was a faff from start to finish, those so-called offers were barely a discount. Not good enough really.",social,2026-04-27,negative,0.9997
"Well chuffed with FreshBasket UK today, everything was stacked neatly and unpacking took about two minutes. Will happily order again.",social,2026-04-27,positive,0.8072
"FreshBasket UK came through again, my delivery landed twenty minutes early and the driver was lovely. Can't ask for more really.",social,2026-04-27,positive,0.9989
"Used FreshBasket UK after work today, some staples were fair enough, especially milk and pasta. Just part of the weekly admin.",social,2026-04-27,positive,0.9276
"Well chuffed with FreshBasket UK today, my berries turned up firm, not mushy, which made a nice change. That's how online grocery should work.",social,2026-04-27,negative,0.9684
"FreshBasket UK handled my top-up shop okay, the salad was alright and the bananas were about what I expected. Useful enough, I suppose.",social,2026-04-27,positive,0.9941
"Not gonna lie, FreshBasket UK was brilliant today, the strawberries were properly sweet and the spinach actually lasted all week. Exactly what I needed after work.",social,2026-04-27,positive,0.9993
"FreshBasket UK has my weekly shop sorted, they squeezed in a late order for tonight and still arrived dead on time. Small thing, big difference.",social,2026-04-27,negative,0.9875
"FreshBasket UK was on point this morning, the chicken looked fresh enough that I didn't need to second guess dinner. Top effort all round.",social,2026-04-27,positive,0.9957
"Genuinely impressed with FreshBasket UK tonight, they turned up right at the start of the window and handed everything over quickly. No complaints from me.",social,2026-04-27,positive,0.9965
"FreshBasket UK was a bit dodgy today, the bread got squashed because someone thought potatoes belonged on top. Took ages to put right.",social,2026-04-27,negative,0.9997
"Honestly, FreshBasket UK annoyed me today, the website kept freezing at checkout and emptied my basket. Took ages to put right.",social,2026-04-27,negative,0.9992
"FreshBasket UK was fine today, tracking was fine and the driver left without any fuss. It did the job.",social,2026-04-27,positive,0.9979
"Well chuffed with FreshBasket UK today, the team was sound on the phone and sorted the issue first time. Exactly what I needed after work.",social,2026-04-27,negative,0.9364
"Really rate FreshBasket UK after this order, same-day delivery actually showed up when promised, which felt like a miracle. Made the whole week easier.",social,2026-04-27,positive,0.9879
"FreshBasket UK was a faff from start to finish, I couldn't change my slot because the page kept looping. Not using that excuse anymore.",social,2026-04-27,negative,0.9981
"FreshBasket UK came through again, same-day delivery actually showed up when promised, which felt like a miracle. Made the whole week easier.",social,2026-04-27,positive,0.9975
"FreshBasket UK was on point this morning, the multibuy deal on pasta, sauce, and veg was decent value. Small thing, big difference.",social,2026-04-27,positive,0.9968
"Fair play to FreshBasket UK, everything was stacked neatly and unpacking took about two minutes. That'll do me nicely.",social,2026-04-27,positive,0.9974
"FreshBasket UK was a faff from start to finish, those so-called offers were barely a discount. That needs sorting.",social,2026-04-27,negative,0.9995
"Not gonna lie, FreshBasket UK was brilliant today, the bread was soft, the tomatoes weren't battered, and the herbs smelled fresh. Miles better than trekking to the shop.",social,2026-04-27,positive,0.999
"FreshBasket UK was a faff from start to finish, used to save me a few quid here, now it feels cheeky. Not using that excuse anymore.",social,2026-04-27,negative,0.9743
"FreshBasket UK was on point this morning, I got a reply in minutes and the replacement item was added to tomorrow's slot. No complaints from me.",social,2026-04-27,negative,0.8131
"Used FreshBasket UK after work today, checkout was straightforward after a bit of scrolling. Useful enough, I suppose.",social,2026-04-27,positive,0.977
"FreshBasket UK was on point this morning, the strawberries were properly sweet and the spinach actually lasted all week. Properly pleased with that.",social,2026-04-27,positive,0.9998
"Proper result from FreshBasket UK, the agent on chat fixed my account issue faster than I expected. Saved me a proper job.",social,2026-04-27,positive,0.9956
"Really rate FreshBasket UK after this order, the bags weren't overstuffed and the fruit survived the trip just fine. That'll do me nicely.",social,2026-04-27,positive,0.9998
"Proper result from FreshBasket UK, filtering by dietary bits actually worked, so I found the gluten-free stuff quickly. Can't ask for more really.",social,2026-04-27,negative,0.9947
"Tried FreshBasket UK again today, got the order inside the booked window, which was all I needed. That'll do for now.",social,2026-04-27,negative,0.9957
"Proper result from FreshBasket UK, the multibuy deal on pasta, sauce, and veg was decent value. Miles better than trekking to the shop.",social,2026-04-27,positive,0.9991
"Fair play to FreshBasket UK, even the bread stayed in one piece because the heavier bits were packed well. No complaints from me.",social,2026-04-27,positive,0.9648
"Fair play to FreshBasket UK, adding meal bits to the basket was simple and the offers showed up clearly. Small thing, big difference.",social,2026-04-27,positive,0.9991
"FreshBasket UK has my weekly shop sorted, the app made a boring top-up shop weirdly easy after work. Top effort all round.",social,2026-04-27,negative,0.9855
"Happy days with FreshBasket UK, my groceries were on the doorstep before I finished work and that saved me a job. Miles better than trekking to the shop.",social,2026-04-27,positive,0.9926
"FreshBasket UK handled my top-up shop okay, the basket came out around what I expected to pay. Seems okay so far.",social,2026-04-27,positive,0.9927
"FreshBasket UK made the weekly shop harder, the tracking updates were useless and the order just kept moving later. Absolute rubbish.",social,2026-04-27,negative,0.9998
"Well chuffed with FreshBasket UK today, reordering on the app was smooth and the substitutions were clear. Exactly what I needed after work.",social,2026-04-27,negative,0.7372
"FreshBasket UK really dropped the ball today, the website kept freezing at checkout and emptied my basket. Ruined the plan for dinner.",social,2026-04-27,negative,0.9998
"FreshBasket UK let me down again, packaging was a mess, eggs cracked and juice leaking everywhere. Ruined the plan for dinner.",social,2026-04-27,negative,0.9998
"FreshBasket UK was naff today, they charged me more than the shelf price shown online. Took ages to put right.",social,2026-04-27,negative,0.9908
"FreshBasket UK did the business today, even the bread stayed in one piece because the heavier bits were packed well. Saved me a proper job.",social,2026-04-27,positive,0.9995
"FreshBasket UK has my weekly shop sorted, the team was sound on the phone and sorted the issue first time. Small thing, big difference.",social,2026-04-27,negative,0.9853
"FreshBasket UK was on point this morning, my delivery landed twenty minutes early and the driver was lovely. Nice when something just works.",social,2026-04-27,positive,0.9996
"FreshBasket UK made the weekly shop harder, used to save me a few quid here, now it feels cheeky. Bit of a joke.",social,2026-04-27,negative,0.9651
"Not impressed with FreshBasket UK this week, one flimsy bag had all the heavy bottles in it and it nearly tore my hand off. Wish I'd gone elsewhere.",social,2026-04-27,negative,0.9996
"FreshBasket UK has done my head in today, even the basics looked tired, which is not what you want midweek. Bit of a joke.",social,2026-04-27,negative,0.9997
"FreshBasket UK did the business today, the salmon looked fresh and the salad leaves weren't slimy by day two. Tea is sorted tonight.",social,2026-04-27,positive,0.9846
"FreshBasket UK has gone downhill lately, they acted like bruised fruit was somehow my problem. Properly annoying.",social,2026-04-27,negative,0.9998
"FreshBasket UK came through again, the bread was soft, the tomatoes weren't battered, and the herbs smelled fresh. Made the whole week easier.",social,2026-04-27,positive,0.9968
"Can't knock FreshBasket UK today, I shaved a good few quid off the total with the bundle deals. Will happily order again.",social,2026-04-27,positive,0.9955
"FreshBasket UK has done my head in today, I couldn't change my slot because the page kept looping. Wish I'd gone elsewhere.",social,2026-04-27,negative,0.9991
"FreshBasket UK was on point this morning, they turned up right at the start of the window and handed everything over quickly. Properly pleased with that.",social,2026-04-27,positive,0.9998
"Can't knock FreshBasket UK today, my weekend slot landed exactly when booked and nothing was warm. Exactly what I needed after work.",social,2026-04-27,negative,0.9926
"Fair play to FreshBasket UK, no squashed tomatoes, no split milk, job done. No complaints from me.",social,2026-04-27,negative,0.9192
"Happy days with FreshBasket UK, I got a reply in minutes and the replacement item was added to tomorrow's slot. Made the whole week easier.",social,2026-04-27,positive,0.9921
"Genuinely impressed with FreshBasket UK tonight, the team was sound on the phone and sorted the issue first time. Nice when something just works.",social,2026-04-27,positive,0.9987
"FreshBasket UK has my weekly shop sorted, every bit of veg in my order looked crisp and clean for once. That's how online grocery should work.",social,2026-04-27,negative,0.9859
"FreshBasket UK let me down again, even the own-brand bits aren't cheap anymore. Wish I'd gone elsewhere.",social,2026-04-27,negative,0.9984
"Honestly, FreshBasket UK annoyed me today, the milk was warm and the yoghurt lids were bulging. Absolute rubbish.",social,2026-04-27,negative,0.9989
"Another FreshBasket UK delivery landed, search was okay, not brilliant, not awful. Seems okay so far.",social,2026-04-27,negative,0.6345
"FreshBasket UK did the business today, even the bread stayed in one piece because the heavier bits were packed well. Can't ask for more really.",social,2026-04-27,positive,0.9905
"FreshBasket UK has my weekly shop sorted, the chicken looked fresh enough that I didn't need to second guess dinner. Top effort all round.",social,2026-04-27,positive,0.9972
"Can't knock FreshBasket UK today, customer service sorted my missing yoghurt in about five minutes and credited it straight away. Nice when something just works.",social,2026-04-27,positive,0.9338
"FreshBasket UK was on point this morning, even the budget fruit tasted decent and the bananas were actually yellow. Saved me a proper job.",social,2026-04-27,positive,0.9897
"FreshBasket UK was on point this morning, the family staples were on offer and that made a proper difference. Will happily order again.",social,2026-04-27,positive,0.9996
"Proper result from FreshBasket UK, my groceries were on the doorstep before I finished work and that saved me a job. Exactly what I needed after work.",social,2026-04-27,positive,0.9815
"Genuinely impressed with FreshBasket UK tonight, their fruit and veg promo was better than I expected this time. Saved me a proper job.",social,2026-04-27,positive,0.9997
"FreshBasket UK was naff today, prices have crept up and the deals aren't worth shouting about. Not using that excuse anymore.",social,2026-04-27,negative,0.9993
"Really rate FreshBasket UK after this order, today's avocados were ripe at the right time instead of being rock hard. That's how online grocery should work.",social,2026-04-27,positive,0.9345
"FreshBasket UK smashed it again, the checkout page didn't crash once and that felt like progress. Nice when something just works.",social,2026-04-27,positive,0.5649
"FreshBasket UK turned up within the slot, it turned up roughly when promised and that did the job. Fine, not life changing.",social,2026-04-27,negative,0.7773
"FreshBasket UK handled my top-up shop okay, the updates were clear enough and the van showed when expected. Good enough for the basics.",social,2026-04-27,positive,0.9986
"FreshBasket UK smashed it again, managed to get dinner bits for less than the corner shop charges. Genuinely chuffed with that.",social,2026-04-27,negative,0.9994
"Not gonna lie, FreshBasket UK was brilliant today, the chicken looked fresh enough that I didn't need to second guess dinner. Top effort all round.",social,2026-04-27,positive,0.9992
"FreshBasket UK made the weekly shop harder, they acted like bruised fruit was somehow my problem. Not good enough really.",social,2026-04-27,negative,0.9998
"Not gonna lie, FreshBasket UK was brilliant today, today's avocados were ripe at the right time instead of being rock hard. Tea is sorted tonight.",social,2026-04-27,positive,0.9979
"Proper result from FreshBasket UK, today's avocados were ripe at the right time instead of being rock hard. Exactly what I needed after work.",social,2026-04-27,positive,0.9984
"FreshBasket UK order arrived this afternoon, nothing was broken and the bags were packed reasonably well. Seems okay so far.",social,2026-04-27,positive,0.9983
"Can't knock FreshBasket UK today, barely any pointless plastic and the glass jars were packed securely. Can't ask for more really.",social,2026-04-27,negative,0.9844
"FreshBasket UK was on point this morning, the eggs were spot on and the milk had a proper shelf life on it. Miles better than trekking to the shop.",social,2026-04-27,negative,0.6739
"Really rate FreshBasket UK after this order, search actually worked and I found everything fast for once. Nice when something just works.",social,2026-04-27,positive,0.9911
"FreshBasket UK was rubbish tonight, support was polite enough but completely useless at fixing the actual problem. That's me properly annoyed.",social,2026-04-27,negative,0.9997
"Proper result from FreshBasket UK, used a voucher plus the offers and the whole basket came in cheaper than usual. Made the whole week easier.",social,2026-04-27,positive,0.7985
"FreshBasket UK has done my head in today, customer service kept me in a queue for ages and solved nothing. Properly annoying.",social,2026-04-27,negative,0.9996
"Another FreshBasket UK delivery landed, a few offers were decent, a few were nothing special. Nothing wild to report.",social,2026-04-27,negative,0.9975
"Honestly, FreshBasket UK annoyed me today, I explained the issue clearly and still got the wrong canned reply back. That's me properly annoyed.",social,2026-04-27,negative,0.9989
"Happy days with FreshBasket UK, it remembered my favourites properly, which made the whole thing much quicker. Made the whole week easier.",social,2026-04-27,positive,0.9994
"Placed a quick order on FreshBasket UK, basket edits took a minute but it all went through. No complaints and no fanfare.",social,2026-04-27,negative,0.9988
"Fair play to FreshBasket UK, my weekend slot landed exactly when booked and nothing was warm. Will happily order again.",social,2026-04-27,positive,0.8699
"FreshBasket UK has done my head in today, they charged me more than the shelf price shown online. Left me fuming.",social,2026-04-27,negative,0.9944
"FreshBasket UK was naff today, support was polite enough but completely useless at fixing the actual problem. Not using that excuse anymore.",social,2026-04-27,negative,0.9996
"FreshBasket UK smashed it again, basket swaps were painless and the slot picker behaved itself. Will happily order again.",social,2026-04-27,negative,0.7624
"FreshBasket UK really dropped the ball today, I explained the issue clearly and still got the wrong canned reply back. What a faff.",social,2026-04-27,negative,0.9938
"Tried FreshBasket UK again today, I noticed a couple of decent deals but not much beyond that. Pretty standard shop overall.",social,2026-04-27,negative,0.9933
"FreshBasket UK came through again, support was helpful, quick, and didn't make me chase anything twice. No complaints from me.",social,2026-04-27,positive,0.8728
"Happy days with FreshBasket UK, managed to get dinner bits for less than the corner shop charges. That'll do me nicely.",social,2026-04-27,positive,0.9997
"FreshBasket UK made the weekly shop harder, the tracking updates were useless and the order just kept moving later. Left me fuming.",social,2026-04-27,negative,0.9997
"Fair play to FreshBasket UK, the multibuy deal on pasta, sauce, and veg was decent value. Top effort all round.",social,2026-04-27,positive,0.9997
"Genuinely impressed with FreshBasket UK tonight, the order arrived before dinner so I didn't need a panic dash to the shop. Exactly what I needed after work.",social,2026-04-27,positive,0.9982
"Can't knock FreshBasket UK today, the reusable bags were packed sensibly and easy to carry upstairs. Genuinely chuffed with that.",social,2026-04-27,negative,0.7955
"Fair play to FreshBasket UK, even the bread stayed in one piece because the heavier bits were packed well. Properly pleased with that.",social,2026-04-27,positive,0.9997
"FreshBasket UK was on point this morning, adding meal bits to the basket was simple and the offers showed up clearly. That'll do me nicely.",social,2026-04-27,positive,0.9997
"Pretty fed up with FreshBasket UK now, they acted like bruised fruit was somehow my problem. Ruined the plan for dinner.",social,2026-04-27,negative,0.9998
"FreshBasket UK has my weekly shop sorted, they separated chilled and cupboard bits sensibly so nothing got squashed. That's how online grocery should work.",social,2026-04-27,negative,0.9266
"FreshBasket UK did the business today, adding meal bits to the basket was simple and the offers showed up clearly. Can't ask for more really.",social,2026-04-27,positive,0.9989
"Another FreshBasket UK delivery landed, got the normal texts and reminders, nothing more to say. No strong feelings on it.",social,2026-04-27,negative,0.9995
"FreshBasket UK was fine today, quality seemed normal compared with last week. Just part of the weekly admin.",social,2026-04-27,positive,0.9975
"FreshBasket UK did the business today, customer service sorted my missing yoghurt in about five minutes and credited it straight away. Tea is sorted tonight.",social,2026-04-27,negative,0.983
"Proper result from FreshBasket UK, the team was sound on the phone and sorted the issue first time. Nice when something just works.",social,2026-04-27,positive,0.9692
"Used FreshBasket UK for a top-up order, nothing felt wildly cheap or wildly expensive today. Nothing to rave about really.",social,2026-04-27,negative,0.9973
"Can't knock FreshBasket UK today, my groceries were on the doorstep before I finished work and that saved me a job. Exactly what I needed after work.",social,2026-04-27,positive,0.9954
"Really rate FreshBasket UK after this order, today's avocados were ripe at the right time instead of being rock hard. Properly pleased with that.",social,2026-04-27,positive,0.9979
"FreshBasket UK did the business today, my weekend slot landed exactly when booked and nothing was warm. Properly pleased with that.",social,2026-04-27,positive,0.9976
"FreshBasket UK has my weekly shop sorted, my weekend slot landed exactly when booked and nothing was warm. Exactly what I needed after work.",social,2026-04-27,negative,0.9968
"Not gonna lie, FreshBasket UK was brilliant today, the team was sound on the phone and sorted the issue first time. Exactly what I needed after work.",social,2026-04-27,positive,0.9956
"FreshBasket UK really dropped the ball today, the veg looked like it had been kicking about the warehouse for days. That's me properly annoyed.",social,2026-04-27,negative,0.9994
"Did the basics on FreshBasket UK tonight, I noticed a couple of decent deals but not much beyond that. Pretty standard shop overall.",social,2026-04-27,negative,0.9884
"FreshBasket UK was a faff from start to finish, the apples were bruised all over and the lettuce had gone slimy. Such a pain.",social,2026-04-27,negative,0.9994
"Really rate FreshBasket UK after this order, prices felt fair today, especially on milk, bread, and eggs. Properly pleased with that.",social,2026-04-27,positive,0.9996
"FreshBasket UK smashed it again, reordering on the app was smooth and the substitutions were clear. Made the whole week easier.",social,2026-04-27,negative,0.9961
"Pretty fed up with FreshBasket UK now, even the own-brand bits aren't cheap anymore. Took ages to put right.",social,2026-04-27,negative,0.9975
"FreshBasket UK smashed it again, the phone site finally stopped lagging and I was done in minutes. That'll do me nicely.",social,2026-04-27,negative,0.9823
"FreshBasket UK has gone downhill lately, the bread got squashed because someone thought potatoes belonged on top. Wish I'd gone elsewhere.",social,2026-04-27,negative,0.9998
"FreshBasket UK needs to sort itself out, support was polite enough but completely useless at fixing the actual problem. Shouldn't be this hard.",social,2026-04-27,negative,0.9993
"Not gonna lie, FreshBasket UK was brilliant today, every bit of veg in my order looked crisp and clean for once. Top effort all round.",social,2026-04-27,positive,0.9996
"Honestly, FreshBasket UK annoyed me today, the milk was warm and the yoghurt lids were bulging. That's me properly annoyed.",social,2026-04-27,negative,0.9972
"FreshBasket UK was pretty ordinary this time, unpacking was straightforward and nothing had shifted about too much. No strong feelings on it.",social,2026-04-27,negative,0.999
"Happy days with FreshBasket UK, search actually worked and I found everything fast for once. Nice when something just works.",social,2026-04-27,positive,0.9988
"FreshBasket UK absolutely nailed it today, they owned the substitution mix-up and put the money back instantly. That'll do me nicely.",social,2026-04-27,positive,0.9963
"Really rate FreshBasket UK after this order, barely any pointless plastic and the glass jars were packed securely. That's how online grocery should work.",social,2026-04-27,negative,0.998
"Proper result from FreshBasket UK, they finally nailed the packing and the whole order arrived intact. That's how online grocery should work.",social,2026-04-27,positive,0.9944
"Happy days with FreshBasket UK, customer service sorted my missing yoghurt in about five minutes and credited it straight away. Small thing, big difference.",social,2026-04-27,negative,0.9789
"FreshBasket UK came through again, my weekend slot landed exactly when booked and nothing was warm. Exactly what I needed after work.",social,2026-04-27,negative,0.9891
"Genuinely impressed with FreshBasket UK tonight, filtering by dietary bits actually worked, so I found the gluten-free stuff quickly. Properly pleased with that.",social,2026-04-27,positive,0.9994
"FreshBasket UK smashed it again, every bit of veg in my order looked crisp and clean for once. Properly pleased with that.",social,2026-04-27,positive,0.9288
