review_text,source,date,bert_label,bert_score
"Not gonna lie, FreshBasket UK was brilliant today, the live chat fixed a refund without any faff and was genuinely polite. Will happily order again.",social,2026-04-27,positive,0.999
"FreshBasket UK was rubbish tonight, the app logged me out three times while I was ordering. That needs sorting.",social,2026-04-27,negative,0.9996
"Really rate FreshBasket UK after this order, the app made a boring top-up shop weirdly easy after work. Exactly what I needed after work.",social,2026-04-27,negative,0.9915
"FreshBasket UK was naff today, I had to chase a refund twice for one missing item. Took ages to put right.",social,2026-04-27,negative,0.9989
"FreshBasket UK has done my head in today, the bag split on the doorstep because it was packed badly. Not good enough really.",social,2026-04-27,negative,0.9998
"Happy days with FreshBasket UK, used a voucher plus the offers and the whole basket came in cheaper than usual. That'll do me nicely.",social,2026-04-27,positive,0.9994
"FreshBasket UK has done my head in today, the bread got squashed because someone thought potatoes belonged on top. Really not the one.",social,2026-04-27,negative,0.9998
"FreshBasket UK seems about the same this week, got the order inside the booked window, which was all I needed. That'll do for now.",social,2026-04-27,negative,0.9977
"Fair play to FreshBasket UK, the strawberries were properly sweet and the spinach actually lasted all week. No complaints from me.",social,2026-04-27,positive,0.983
"FreshBasket UK needs to sort itself out, same-day delivery turned into late-night delivery again. Wish I'd gone elsewhere.",social,2026-04-27,negative,0.9995
"Tried FreshBasket UK again today, the chilled bits were separated properly, which I appreciated. No big drama either way.",social,2026-04-27,positive,0.9383
"FreshBasket UK was fine today, got the normal texts and reminders, nothing more to say. Good enough for the basics.",social,2026-04-27,positive,0.9994
"FreshBasket UK was all over the place today, the substitution settings disappeared again for no reason. Properly annoying.",social,2026-04-27,negative,0.9998
"FreshBasket UK was on point this morning, managed to get dinner bits for less than the corner shop charges. Nice when something just works.",social,2026-04-27,positive,0.8048
"FreshBasket UK has my weekly shop sorted, they apologised properly for the missing bread and refunded it there and then. Properly pleased with that.",social,2026-04-27,positive,0.9991
"Not gonna lie, FreshBasket UK was brilliant today, used a voucher plus the offers and the whole basket came in cheaper than usual. Top effort all round.",social,2026-04-27,positive,0.9974
"FreshBasket UK was all over the place today, they chucked tins on top of the bread and flattened the lot. Left me fuming.",social,2026-04-27,negative,0.9995
"Proper result from FreshBasket UK, the evening slot started bang on time and everything was still cold. Exactly what I needed after work.",social,2026-04-27,negative,0.9988
"FreshBasket UK seems about the same this week, some bits were good value, some weren't. No strong feelings on it.",social,2026-04-27,negative,0.9989
"FreshBasket UK did the business today, they separated chilled and cupboard bits sensibly so nothing got squashed. Exactly what I needed after work.",social,2026-04-27,positive,0.9953
"Another solid shop from FreshBasket UK, they turned up right at the start of the window and handed everything over quickly. Nice when something just works.",social,2026-04-27,positive,0.9994
"Just did a small shop with FreshBasket UK, the slot picker worked and the rest of the app felt ordinary. It did the job.",social,2026-04-27,positive,0.8772
"FreshBasket UK came through again, the strawberries were properly sweet and the spinach actually lasted all week. That'll do me nicely.",social,2026-04-27,positive,0.9997
"Pretty fed up with FreshBasket UK now, I added a few basics and somehow the total looked daft. Properly annoying.",social,2026-04-27,negative,0.9993
"FreshBasket UK was on point this morning, the bags weren't overstuffed and the fruit survived the trip just fine. That'll do me nicely.",social,2026-04-27,positive,0.9998
"Genuinely impressed with FreshBasket UK tonight, every bit of veg in my order looked crisp and clean for once. Nice when something just works.",social,2026-04-27,positive,0.9992
"FreshBasket UK has gone downhill lately, prices have crept up and the deals aren't worth shouting about. Absolute rubbish.",social,2026-04-27,negative,0.9998
"Fair play to FreshBasket UK, today's avocados were ripe at the right time instead of being rock hard. That'll do me nicely.",social,2026-04-27,positive,0.9996
"Really rate FreshBasket UK after this order, my berries turned up firm, not mushy, which made a nice change. Can't ask for more really.",social,2026-04-27,positive,0.7953
"Can't knock FreshBasket UK today, they finally nailed the packing and the whole order arrived intact. Can't ask for more really.",social,2026-04-27,positive,0.9982
"FreshBasket UK did what it said today, it turned up roughly when promised and that did the job. Nothing wild to report.",social,2026-04-27,negative,0.9834
"Not gonna lie, FreshBasket UK was brilliant today, reordering on the app was smooth and the substitutions were clear. That'll do me nicely.",social,2026-04-27,positive,0.9997
"Proper result from FreshBasket UK, the phone site finally stopped lagging and I was done in minutes. Nice when something just works.",social,2026-04-27,negative,0.9882
"FreshBasket UK let me down again, the substitution settings disappeared again for no reason. Absolute rubbish.",social,2026-04-27,negative,0.9998
"Really rate FreshBasket UK after this order, the checkout page didn't crash once and that felt like progress. Nice when something just works.",social,2026-04-27,positive,0.9938
"Really rate FreshBasket UK after this order, they turned up right at the start of the window and handed everything over quickly. Top effort all round.",social,2026-04-27,positive,0.9946
"FreshBasket UK has done my head in today, milk leaked over half the order thanks to rubbish packing. Really not the one.",social,2026-04-27,negative,0.9997
"FreshBasket UK has my weekly shop sorted, the reusable bags were packed sensibly and easy to carry upstairs. No complaints from me.",social,2026-04-27,positive,0.9501
"Really rate FreshBasket UK after this order, even the bread stayed in one piece because the heavier bits were packed well. Saved me a proper job.",social,2026-04-27,positive,0.9985
"FreshBasket UK smashed it again, the veg box was full of decent produce and nothing looked tired. Can't ask for more really.",social,2026-04-27,negative,0.737
"Happy days with FreshBasket UK, prices felt fair today, especially on milk, bread, and eggs. Top effort all round.",social,2026-04-27,positive,0.9993
"Genuinely impressed with FreshBasket UK tonight, the van was early, the updates were clear, and the whole thing felt sorted. Small thing, big difference.",social,2026-04-27,positive,0.9991
"Proper result from FreshBasket UK, everything was stacked neatly and unpacking took about two minutes. Can't ask for more really.",social,2026-04-27,negative,0.9954
"Well chuffed with FreshBasket UK today, even the bread stayed in one piece because the heavier bits were packed well. Tea is sorted tonight.",social,2026-04-27,negative,0.9522
"FreshBasket UK was on point this morning, prices felt fair today, especially on milk, bread, and eggs. Top effort all round.",social,2026-04-27,positive,0.9954
"Happy days with FreshBasket UK, the veg box was full of decent produce and nothing looked tired. Exactly what I needed after work.",social,2026-04-27,positive,0.9989
"FreshBasket UK needs to sort itself out, same-day delivery turned into late-night delivery again. Not using that excuse anymore.",social,2026-04-27,negative,0.9995
"FreshBasket UK made the weekly shop harder, they marked it delivered while I was still sat at home waiting. Such a pain.",social,2026-04-27,negative,0.9987
"Fair play to FreshBasket UK, they finally nailed the packing and the whole order arrived intact. Saved me a proper job.",social,2026-04-27,positive,0.9996
"Tried FreshBasket UK again today, a few offers were decent, a few were nothing special. That'll do for now.",social,2026-04-27,negative,0.9622
"FreshBasket UK did the business today, every bit of veg in my order looked crisp and clean for once. That'll do me nicely.",social,2026-04-27,positive,0.9996
"FreshBasket UK really dropped the ball today, the promo looked decent until the final total proved otherwise. Bit of a joke.",social,2026-04-27,negative,0.7716
"Another solid shop from FreshBasket UK, the agent on chat fixed my account issue faster than I expected. That's how online grocery should work.",social,2026-04-27,positive,0.9892
"FreshBasket UK needs to sort itself out, the veg looked like it had been kicking about the warehouse for days. Properly annoying.",social,2026-04-27,negative,0.9997
"Another solid shop from FreshBasket UK, adding meal bits to the basket was simple and the offers showed up clearly. Miles better than trekking to the shop.",social,2026-04-27,positive,0.9994
"FreshBasket UK was a faff from start to finish, the driver showed up ages late and left half the bags in the van. What a faff.",social,2026-04-27,negative,0.9994
"FreshBasket UK was on point this morning, they turned up right at the start of the window and handed everything over quickly. Tea is sorted tonight.",social,2026-04-27,positive,0.9897
"FreshBasket UK was naff today, the offers page kept glitching and showing the wrong prices. Such a pain.",social,2026-04-27,negative,0.9993
"Proper result from FreshBasket UK, used a voucher plus the offers and the whole basket came in cheaper than usual. No complaints from me.",social,2026-04-27,negative,0.946
"FreshBasket UK was fine today, didn't need customer service this time so can't say much there. No strong feelings on it.",social,2026-04-27,negative,0.8119
"FreshBasket UK smashed it again, prices felt fair today, especially on milk, bread, and eggs. Can't ask for more really.",social,2026-04-27,positive,0.9107
"FreshBasket UK did the business today, today's offers saved me a fair few quid on the weekly shop. That's how online grocery should work.",social,2026-04-27,negative,0.7638
"Really rate FreshBasket UK after this order, they apologised properly for the missing bread and refunded it there and then. Can't ask for more really.",social,2026-04-27,negative,0.9846
"FreshBasket UK came through again, the strawberries were properly sweet and the spinach actually lasted all week. Miles better than trekking to the shop.",social,2026-04-27,positive,0.9943
"Really rate FreshBasket UK after this order, the chicken looked fresh enough that I didn't need to second guess dinner. Tea is sorted tonight.",social,2026-04-27,positive,0.989
"FreshBasket UK absolutely nailed it today, I got a reply in minutes and the replacement item was added to tomorrow's slot. That'll do me nicely.",social,2026-04-27,positive,0.9998
"Placed a quick order on FreshBasket UK, boxes were fine, if a bit bulky for a small order. Nothing wild to report.",social,2026-04-27,negative,0.984
"Fair play to FreshBasket UK, they owned the substitution mix-up and put the money back instantly. Top effort all round.",social,2026-04-27,negative,0.9207
"Really rate FreshBasket UK after this order, the driver rang properly, waited a sec, and brought the heavy bags to the door. That's how online grocery should work.",social,2026-04-27,negative,0.9888
"Not gonna lie, FreshBasket UK was brilliant today, they apologised properly for the missing bread and refunded it there and then. Made the whole week easier.",social,2026-04-27,positive,0.9102
"Really rate FreshBasket UK after this order, I shaved a good few quid off the total with the bundle deals. Top effort all round.",social,2026-04-27,positive,0.8454
"Happy days with FreshBasket UK, my weekend slot landed exactly when booked and nothing was warm. Saved me a proper job.",social,2026-04-27,positive,0.9342
"Really rate FreshBasket UK after this order, my groceries were on the doorstep before I finished work and that saved me a job. Will happily order again.",social,2026-04-27,positive,0.9974
"FreshBasket UK was fairly standard today, everything on the service side felt pretty standard today. Nothing wild to report.",social,2026-04-27,negative,0.6636
"FreshBasket UK needs to sort itself out, the agent ended the chat before the issue was even sorted. That needs sorting.",social,2026-04-27,negative,0.9996
"FreshBasket UK let me down again, I couldn't change my slot because the page kept looping. Took ages to put right.",social,2026-04-27,negative,0.9983
"Well chuffed with FreshBasket UK today, the live chat fixed a refund without any faff and was genuinely polite. Properly pleased with that.",social,2026-04-27,positive,0.9947
"Did the basics on FreshBasket UK tonight, my slot held up and the bags came over pretty quickly. Good enough for the basics.",social,2026-04-27,positive,0.9994
"FreshBasket UK let me down again, the veg looked like it had been kicking about the warehouse for days. Such a pain.",social,2026-04-27,negative,0.9992
"Pretty fed up with FreshBasket UK now, the bag split on the doorstep because it was packed badly. What a faff.",social,2026-04-27,negative,0.9997
"FreshBasket UK was all over the place today, the freezer bits were buried under cleaning stuff, which is just silly. Left me fuming.",social,2026-04-27,negative,0.9997
"FreshBasket UK needs to sort itself out, FreshBasket UK keeps nudging prices up while the quality slips. Left me fuming.",social,2026-04-27,negative,0.9996
"Can't knock FreshBasket UK today, the veg box was full of decent produce and nothing looked tired. Properly pleased with that.",social,2026-04-27,positive,0.9989
"FreshBasket UK did what it said today, everything on the service side felt pretty standard today. Useful enough, I suppose.",social,2026-04-27,positive,0.9932
"FreshBasket UK did the business today, managed to get dinner bits for less than the corner shop charges. Saved me a proper job.",social,2026-04-27,positive,0.9981
"FreshBasket UK was rubbish tonight, chilled and cupboard stuff were all mixed together again. Properly annoying.",social,2026-04-27,negative,0.9998
"FreshBasket UK really dropped the ball today, even the basics looked tired, which is not what you want midweek. Absolute rubbish.",social,2026-04-27,negative,0.9998
"FreshBasket UK needs to sort itself out, I tried to reorder last week's basket and half the page just blanked out. Took ages to put right.",social,2026-04-27,negative,0.9997
"FreshBasket UK has gone downhill lately, they marked it delivered while I was still sat at home waiting. Really not the one.",social,2026-04-27,negative,0.9996
"FreshBasket UK has my weekly shop sorted, the bread was soft, the tomatoes weren't battered, and the herbs smelled fresh. Genuinely chuffed with that.",social,2026-04-27,positive,0.9883
"FreshBasket UK was on point this morning, the multibuy deal on pasta, sauce, and veg was decent value. Will happily order again.",social,2026-04-27,positive,0.9995
"Not impressed with FreshBasket UK this week, those so-called offers were barely a discount. Such a pain.",social,2026-04-27,negative,0.9997
"Pretty fed up with FreshBasket UK now, the milk was warm and the yoghurt lids were bulging. That's me properly annoyed.",social,2026-04-27,negative,0.9981
"Proper result from FreshBasket UK, even the bread stayed in one piece because the heavier bits were packed well. Saved me a proper job.",social,2026-04-27,positive,0.9988
"FreshBasket UK has my weekly shop sorted, their fruit and veg promo was better than I expected this time. Miles better than trekking to the shop.",social,2026-04-27,positive,0.97
"Did the basics on FreshBasket UK tonight, the bread survived and the eggs were whole, which will do. Nothing wild to report.",social,2026-04-27,negative,0.9873
"FreshBasket UK was on point this morning, I shaved a good few quid off the total with the bundle deals. Genuinely chuffed with that.",social,2026-04-27,negative,0.997
"Placed a quick order on FreshBasket UK, the website did what it needed to do and that was about it. About what I expected, really.",social,2026-04-27,positive,0.5617
"FreshBasket UK let me down again, support promised a call back and then vanished. Really not the one.",social,2026-04-27,negative,0.9997
"FreshBasket UK order arrived this afternoon, no issues to raise, so I didn't really test their support. No strong feelings on it.",social,2026-04-27,negative,0.999
"Well chuffed with FreshBasket UK today, every bit of veg in my order looked crisp and clean for once. Small thing, big difference.",social,2026-04-27,negative,0.9711
"FreshBasket UK came through again, filtering by dietary bits actually worked, so I found the gluten-free stuff quickly. Properly pleased with that.",social,2026-04-27,positive,0.9981
"FreshBasket UK was all over the place today, even the basics looked tired, which is not what you want midweek. Such a pain.",social,2026-04-27,negative,0.9997
"Another solid shop from FreshBasket UK, meal planning came in under budget thanks to the midweek offers. Will happily order again.",social,2026-04-27,positive,0.9994
"FreshBasket UK absolutely nailed it today, the strawberries were properly sweet and the spinach actually lasted all week. Properly pleased with that.",social,2026-04-27,positive,0.9998
"FreshBasket UK was pretty ordinary this time, the chilled bits were separated properly, which I appreciated. It did the job.",social,2026-04-27,positive,0.9978
"FreshBasket UK let me down again, the strawberries were mouldy and the cucumbers looked tired. Not using that excuse anymore.",social,2026-04-27,negative,0.9996
"FreshBasket UK was on point this morning, packaging was tidy, the eggs were wrapped properly, and nothing leaked. Will happily order again.",social,2026-04-27,positive,0.9978
"Pretty fed up with FreshBasket UK now, they cancelled my delivery last minute after I'd planned meals around it. Ruined the plan for dinner.",social,2026-04-27,negative,0.9998
"Proper result from FreshBasket UK, I shaved a good few quid off the total with the bundle deals. Small thing, big difference.",social,2026-04-27,negative,0.9685
"FreshBasket UK order arrived this afternoon, I noticed a couple of decent deals but not much beyond that. We'll see how next week goes.",social,2026-04-27,negative,0.8472
"FreshBasket UK came through again, everything was stacked neatly and unpacking took about two minutes. Miles better than trekking to the shop.",social,2026-04-27,negative,0.9348
"Can't knock FreshBasket UK today, the own-brand stuff is surprisingly cheap and actually pretty nice. That'll do me nicely.",social,2026-04-27,positive,0.9998
"Not gonna lie, FreshBasket UK was brilliant today, they owned the substitution mix-up and put the money back instantly. Made the whole week easier.",social,2026-04-27,positive,0.783
"FreshBasket UK did the business today, they finally nailed the packing and the whole order arrived intact. Top effort all round.",social,2026-04-27,positive,0.9997
"Happy days with FreshBasket UK, filtering by dietary bits actually worked, so I found the gluten-free stuff quickly. No complaints from me.",social,2026-04-27,negative,0.986
"Genuinely impressed with FreshBasket UK tonight, they apologised properly for the missing bread and refunded it there and then. Exactly what I needed after work.",social,2026-04-27,positive,0.9967
"FreshBasket UK came through again, the reusable bags were packed sensibly and easy to carry upstairs. Miles better than trekking to the shop.",social,2026-04-27,positive,0.9967
"Can't knock FreshBasket UK today, today's avocados were ripe at the right time instead of being rock hard. Exactly what I needed after work.",social,2026-04-27,positive,0.9973
"FreshBasket UK came through again, search actually worked and I found everything fast for once. Miles better than trekking to the shop.",social,2026-04-27,positive,0.9636
"FreshBasket UK has my weekly shop sorted, the family staples were on offer and that made a proper difference. That'll do me nicely.",social,2026-04-27,positive,0.9998
"Really rate FreshBasket UK after this order, the order arrived before dinner so I didn't need a panic dash to the shop. Can't ask for more really.",social,2026-04-27,negative,0.8654
"FreshBasket UK absolutely nailed it today, their fruit and veg promo was better than I expected this time. Exactly what I needed after work.",social,2026-04-27,positive,0.9994
"FreshBasket UK did the business today, the team was sound on the phone and sorted the issue first time. Will happily order again.",social,2026-04-27,positive,0.9992
"Another solid shop from FreshBasket UK, they separated chilled and cupboard bits sensibly so nothing got squashed. Will happily order again.",social,2026-04-27,positive,0.9995
"FreshBasket UK absolutely nailed it today, search actually worked and I found everything fast for once. Can't ask for more really.",social,2026-04-27,positive,0.9982
"Can't knock FreshBasket UK today, the chicken looked fresh enough that I didn't need to second guess dinner. No complaints from me.",social,2026-04-27,positive,0.9913
"FreshBasket UK did what it said today, nothing looked especially good or bad in today's basket. Good enough for the basics.",social,2026-04-27,negative,0.8583
"Well chuffed with FreshBasket UK today, the order arrived before dinner so I didn't need a panic dash to the shop. That's how online grocery should work.",social,2026-04-27,negative,0.9956
"FreshBasket UK has done my head in today, I had to chase a refund twice for one missing item. What a faff.",social,2026-04-27,negative,0.9977
"FreshBasket UK needs to sort itself out, my order never turned up in the booked window and support just shrugged. Really not the one.",social,2026-04-27,negative,0.9981
"FreshBasket UK has done my head in today, the driver showed up ages late and left half the bags in the van. Not using that excuse anymore.",social,2026-04-27,negative,0.9996
"Genuinely impressed with FreshBasket UK tonight, the agent on chat fixed my account issue faster than I expected. That'll do me nicely.",social,2026-04-27,positive,0.9997
"Genuinely impressed with FreshBasket UK tonight, my groceries were on the doorstep before I finished work and that saved me a job. Exactly what I needed after work.",social,2026-04-27,positive,0.9982
"Fair play to FreshBasket UK, their fruit and veg promo was better than I expected this time. Saved me a proper job.",social,2026-04-27,positive,0.9992
"FreshBasket UK has gone downhill lately, my order never turned up in the booked window and support just shrugged. Bit of a joke.",social,2026-04-27,negative,0.9965
"Bit gutted with FreshBasket UK, packaging was a mess, eggs cracked and juice leaking everywhere. That's me properly annoyed.",social,2026-04-27,negative,0.9997
"Can't knock FreshBasket UK today, even the bread stayed in one piece because the heavier bits were packed well. Nice when something just works.",social,2026-04-27,positive,0.9989
"Can't knock FreshBasket UK today, I got a reply in minutes and the replacement item was added to tomorrow's slot. Nice when something just works.",social,2026-04-27,positive,0.9918
"Really rate FreshBasket UK after this order, the chilled liners actually kept the dairy cold without loads of extra rubbish. That's how online grocery should work.",social,2026-04-27,negative,0.902
"Bit gutted with FreshBasket UK, half the bananas were black by the time the bags landed. That needs sorting.",social,2026-04-27,negative,0.9987
"FreshBasket UK came through again, I got a reply in minutes and the replacement item was added to tomorrow's slot. Will happily order again.",social,2026-04-27,positive,0.9992
"FreshBasket UK absolutely nailed it today, managed to get dinner bits for less than the corner shop charges. Saved me a proper job.",social,2026-04-27,positive,0.9988
"Well chuffed with FreshBasket UK today, the checkout page didn't crash once and that felt like progress. Properly pleased with that.",social,2026-04-27,positive,0.9978
"Did the basics on FreshBasket UK tonight, got the automated updates and they were clear enough. No strong feelings on it.",social,2026-04-27,negative,0.9984
"FreshBasket UK has my weekly shop sorted, they owned the substitution mix-up and put the money back instantly. Saved me a proper job.",social,2026-04-27,negative,0.9837
"FreshBasket UK came through again, the veg box was full of decent produce and nothing looked tired. No complaints from me.",social,2026-04-27,positive,0.9893
"FreshBasket UK was on point this morning, the order arrived before dinner so I didn't need a panic dash to the shop. Can't ask for more really.",social,2026-04-27,negative,0.8888
"Used FreshBasket UK after work today, the total felt about average for an online shop. It did the job.",social,2026-04-27,negative,0.6226
"FreshBasket UK has my weekly shop sorted, the website was dead easy tonight and checkout took about thirty seconds. Small thing, big difference.",social,2026-04-27,negative,0.9988
"Fair play to FreshBasket UK, the driver rang properly, waited a sec, and brought the heavy bags to the door. Will happily order again.",social,2026-04-27,positive,0.9991
"FreshBasket UK was on point this morning, they finally nailed the packing and the whole order arrived intact. That'll do me nicely.",social,2026-04-27,positive,0.9997
"Proper result from FreshBasket UK, everything was stacked neatly and unpacking took about two minutes. Genuinely chuffed with that.",social,2026-04-27,negative,0.9987
"FreshBasket UK has gone downhill lately, the veg looked like it had been kicking about the warehouse for days. Not using that excuse anymore.",social,2026-04-27,negative,0.9996
"FreshBasket UK did the business today, my delivery landed twenty minutes early and the driver was lovely. Made the whole week easier.",social,2026-04-27,positive,0.9991
"Another solid shop from FreshBasket UK, the team was sound on the phone and sorted the issue first time. Saved me a proper job.",social,2026-04-27,positive,0.9992
"FreshBasket UK really dropped the ball today, chilled and cupboard stuff were all mixed together again. Not good enough really.",social,2026-04-27,negative,0.9997
"FreshBasket UK let me down again, I booked an early slot and FreshBasket UK rolled up when lunch was basically over. Left me fuming.",social,2026-04-27,negative,0.9989
"FreshBasket UK smashed it again, the agent on chat fixed my account issue faster than I expected. Will happily order again.",social,2026-04-27,negative,0.6319
"FreshBasket UK did what it said today, fruit looked fine, not amazing, not terrible. Just part of the weekly admin.",social,2026-04-27,positive,0.9836
"Can't knock FreshBasket UK today, the website was dead easy tonight and checkout took about thirty seconds. Miles better than trekking to the shop.",social,2026-04-27,negative,0.9886
"FreshBasket UK was fine today, packaging was tidy enough though there was still a fair bit of plastic. Pretty standard shop overall.",social,2026-04-27,positive,0.9966
"Used FreshBasket UK for a top-up order, not much to report on the packing other than it worked. That'll do for now.",social,2026-04-27,negative,0.9992
"FreshBasket UK was on point this morning, even the budget fruit tasted decent and the bananas were actually yellow. Will happily order again.",social,2026-04-27,positive,0.9928
"FreshBasket UK was fairly standard today, everything seemed standard supermarket quality to me. Useful enough, I suppose.",social,2026-04-27,positive,0.8064
"Honestly, FreshBasket UK annoyed me today, my avocados were bruised and the salad was already soggy. Not good enough really.",social,2026-04-27,negative,0.9998
"FreshBasket UK came through again, the evening slot started bang on time and everything was still cold. Made the whole week easier.",social,2026-04-27,negative,0.9985
"FreshBasket UK was naff today, customer service kept me in a queue for ages and solved nothing. Properly annoying.",social,2026-04-27,negative,0.9997
"FreshBasket UK smashed it again, search actually worked and I found everything fast for once. Tea is sorted tonight.",social,2026-04-27,negative,0.8613
